"File","FullPath","Extension","Risk","Disqualifiers","HitCount"
"BLAAXLA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLAAXLA.CBL",".CBL","HIGH","C3","14"
"BRFUFER.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BRFUFER.CBL",".CBL","HIGH","C3","11"
"BRHDEBE.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BRHDEBE.CBL",".CBL","HIGH","C3","33"
"BRHMAKA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BRHMAKA.CBL",".CBL","HIGH","C3","19"
"BRHSIMU.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BRHSIMU.CBL",".CBL","HIGH","B-FILEIO,C3","15"
"BRHTSTM.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BRHTSTM.CBL",".CBL","LOW","NONE","0"
"BRSPARK.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BRSPARK.CBL",".CBL","HIGH","C3","6"
"BSABEKR1.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSABEKR1.CBL",".CBL","HIGH","B-FILEIO,C3","13"
"BSABEKR2.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSABEKR2.CBL",".CBL","HIGH","B-FILEIO,C3","13"
"BSADELI.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSADELI.CBL",".CBL","HIGH","C3","16"
"BSAFBEL.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSAFBEL.CBL",".CBL","HIGH","C3","9"
"BSAFBLP.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSAFBLP.CBL",".CBL","HIGH","C3","9"
"BSAFBRH.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSAFBRH.CBL",".CBL","HIGH","C3","9"
"BSAGESO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSAGESO.CBL",".CBL","HIGH","C3","11"
"BSAKOPI.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSAKOPI.CBL",".CBL","HIGH","B-FILEIO,C3","29"
"BSAOMBR.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSAOMBR.CBL",".CBL","HIGH","C3","26"
"BSAPRGN.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSAPRGN.CBL",".CBL","HIGH","C3","39"
"BSARYDD.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSARYDD.CBL",".CBL","HIGH","C3","23"
"BSASEKV.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSASEKV.CBL",".CBL","HIGH","C3","20"
"BSASPRT.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSASPRT.CBL",".CBL","HIGH","B-FILEIO,C3","13"
"BSAUPFB.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSAUPFB.CBL",".CBL","HIGH","B-FILEIO,C3","21"
"BSAUPKF.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSAUPKF.CBL",".CBL","HIGH","B-FILEIO,C3","43"
"BSAUPOS.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSAUPOS.CBL",".CBL","HIGH","B-FILEIO,C3","28"
"BSAUPUL.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSAUPUL.CBL",".CBL","HIGH","B-FILEIO,C3","37"
"BSAUTFB.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSAUTFB.CBL",".CBL","HIGH","B-FILEIO,C3","21"
"BSAUTKF.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSAUTKF.CBL",".CBL","HIGH","B-FILEIO,C3","34"
"BSAUTOB.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSAUTOB.CBL",".CBL","HIGH","B-FILEIO,C3","20"
"BSAUTON.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSAUTON.CBL",".CBL","HIGH","B-FILEIO,C3","22"
"BSAUTOS.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSAUTOS.CBL",".CBL","HIGH","B-FILEIO,C3","31"
"BSAUTPL.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSAUTPL.CBL",".CBL","HIGH","B-FILEIO,C3","18"
"BSAUTSP.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSAUTSP.CBL",".CBL","HIGH","B-FILEIO,C3","23"
"BSAUTUL.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSAUTUL.CBL",".CBL","HIGH","B-FILEIO,C3","32"
"BSBANGO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSBANGO.CBL",".CBL","HIGH","C3,B-FILEIO","41"
"BSBAOR2.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSBAOR2.CBL",".CBL","HIGH","C3,B-FILEIO","42"
"BSBAORD.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSBAORD.CBL",".CBL","HIGH","C3,B-FILEIO","42"
"BSBAUTO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSBAUTO.CBL",".CBL","HIGH","C3","9"
"BSBBONI.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSBBONI.CBL",".CBL","HIGH","C3,B-FILEIO","15"
"BSBBONO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSBBONO.CBL",".CBL","HIGH","C3,B-FILEIO","27"
"bsbdaor.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\bsbdaor.cbl",".CBL","HIGH","C3,B-FILEIO","27"
"BSBDEF2.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSBDEF2.CBL",".CBL","HIGH","C3,B-FILEIO","50"
"BSBDEFA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSBDEFA.CBL",".CBL","HIGH","C3,B-FILEIO","50"
"BSBDEFG.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSBDEFG.CBL",".CBL","HIGH","C3,B-FILEIO","50"
"BSBDELI.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSBDELI.CBL",".CBL","HIGH","C3","9"
"BSBDFD1.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSBDFD1.CBL",".CBL","HIGH","C3,B-FILEIO","50"
"BSBDFD2.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSBDFD2.CBL",".CBL","HIGH","C3,B-FILEIO","50"
"BSBEDII.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSBEDII.CBL",".CBL","HIGH","B-FILEIO,C3","35"
"BSBEDIS.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSBEDIS.CBL",".CBL","HIGH","C3,B-FILEIO","14"
"BSBEDIU.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSBEDIU.CBL",".CBL","HIGH","C3,B-FILEIO","27"
"BSBFBLP.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSBFBLP.CBL",".CBL","HIGH","C3","10"
"BSBGESO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSBGESO.CBL",".CBL","HIGH","C3","9"
"BSBHIRH.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSBHIRH.CBL",".CBL","HIGH","C3,B-FILEIO","65"
"BSBHIST.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSBHIST.CBL",".CBL","HIGH","C3,B-FILEIO","69"
"BSBINEB.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSBINEB.CBL",".CBL","HIGH","C3,B-FILEIO","34"
"BSBINEF.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSBINEF.CBL",".CBL","HIGH","C3,B-FILEIO","26"
"BSBKATR.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSBKATR.CBL",".CBL","HIGH","C3,B-FILEIO","17"
"BSBLALE.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSBLALE.CBL",".CBL","HIGH","C3,B-FILEIO","27"
"BSBOBIN.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSBOBIN.CBL",".CBL","HIGH","C3,B-FILEIO","42"
"BSBOMBR.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSBOMBR.CBL",".CBL","HIGH","C3","9"
"BSBRH.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSBRH.CBL",".CBL","HIGH","C3,B-FILEIO","22"
"BSBRYDD.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSBRYDD.CBL",".CBL","HIGH","C3","9"
"BSBRYSAP.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSBRYSAP.CBL",".CBL","HIGH","C3,B-FILEIO","21"
"BSBSEKV.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSBSEKV.CBL",".CBL","HIGH","C3","11"
"BSBSUSA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSBSUSA.CBL",".CBL","HIGH","C3,B-FILEIO","67"
"BSBUKGR.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSBUKGR.CBL",".CBL","HIGH","C3,B-FILEIO","37"
"bsbaaor.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\bsbaaor.cbl",".CBL","HIGH","C3,B-FILEIO","42"
"BSFILVA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSFILVA.CBL",".CBL","HIGH","C3","18"
"BSFKAMP.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSFKAMP.CBL",".CBL","HIGH","C3","70"
"BSFLASO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSFLASO.CBL",".CBL","HIGH","C3","11"
"BSFLAVA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSFLAVA.CBL",".CBL","HIGH","C3","19"
"BSFSOLO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSFSOLO.CBL",".CBL","HIGH","C3","10"
"BSHBUOR.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSHBUOR.CBL",".CBL","HIGH","C3","211"
"BSHBURH.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSHBURH.CBL",".CBL","HIGH","C3","209"
"BSHBUTS.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSHBUTS.CBL",".CBL","HIGH","C3","40"
"bshforu.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\bshforu.cbl",".CBL","HIGH","C3","34"
"BSHKAMP.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSHKAMP.CBL",".CBL","HIGH","C3","6"
"BSHMESA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSHMESA.CBL",".CBL","HIGH","C3","14"
"BSVBUOR.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSVBUOR.CBL",".CBL","HIGH","C3","60"
"BSVBURH.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSVBURH.CBL",".CBL","HIGH","C3","60"
"BSVILVA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSVILVA.CBL",".CBL","HIGH","C3","6"
"BSVKAMP.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSVKAMP.CBL",".CBL","HIGH","C3","11"
"BSVMESA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSVMESA.CBL",".CBL","HIGH","C3","9"
"BSXDATO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSXDATO.CBL",".CBL","HIGH","C3,B-FILEIO","20"
"BSXRH.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSXRH.CBL",".CBL","HIGH","C3,B-FILEIO","20"
"BSAAUTO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BSAAUTO.CBL",".CBL","HIGH","C3","30"
"BXBAUTO1.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BXBAUTO1.CBL",".CBL","HIGH","C3","12"
"BXBAUTO2.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BXBAUTO2.CBL",".CBL","HIGH","C3","14"
"D01B912.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D01B912.CBL",".CBL","LOW","NONE","0"
"D01B913.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D01B913.CBL",".CBL","LOW","NONE","0"
"D01B916.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D01B916.CBL",".CBL","LOW","NONE","0"
"D01B998.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D01B998.CBL",".CBL","LOW","NONE","0"
"D01BMOD.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D01BMOD.CBL",".CBL","LOW","NONE","0"
"D3AD3FMA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3AD3FMA.CBL",".CBL","LOW","NONE","0"
"D3AKONV1.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3AKONV1.CBL",".CBL","HIGH","C3,B-FILEIO","13"
"D3ASKAN.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3ASKAN.CBL",".CBL","HIGH","C3","6"
"D3BANSAT.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BANSAT.CBL",".CBL","HIGH","C3,B-FILEIO","22"
"d3barti2.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\d3barti2.cbl",".CBL","HIGH","C3,B-FILEIO","85"
"d3bartic-2024112.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\d3bartic-2024112.cbl",".CBL","HIGH","C3,B-FILEIO","75"
"d3bartic-221208.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\d3bartic-221208.cbl",".CBL","HIGH","C3,B-FILEIO","50"
"d3bartic-230119.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\d3bartic-230119.cbl",".CBL","HIGH","C3,B-FILEIO","51"
"d3bartic-230206.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\d3bartic-230206.cbl",".CBL","HIGH","C3,B-FILEIO","65"
"d3bartic-231208.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\d3bartic-231208.cbl",".CBL","HIGH","C3,B-FILEIO","68"
"d3bartic-240521.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\d3bartic-240521.cbl",".CBL","HIGH","C3,B-FILEIO","71"
"d3bartic-241210.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\d3bartic-241210.cbl",".CBL","HIGH","C3,B-FILEIO","74"
"d3bartic-250513.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\d3bartic-250513.cbl",".CBL","HIGH","C3,B-FILEIO","78"
"D3BARTIC.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BARTIC.CBL",".CBL","HIGH","C3,B-FILEIO","85"
"d3bartic2.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\d3bartic2.cbl",".CBL","HIGH","C3,B-FILEIO","85"
"D3BASSOR.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BASSOR.CBL",".CBL","HIGH","C3,B-FILEIO","18"
"D3BBATCH.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BBATCH.CBL",".CBL","HIGH","C3,B-FILEIO","16"
"D3BCDSIN.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BCDSIN.CBL",".CBL","HIGH","C3,B-FILEIO","13"
"D3BCUSTG-2021-0430.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BCUSTG-2021-0430.CBL",".CBL","HIGH","C3,B-FILEIO","84"
"D3BCUSTG-2021-0611.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BCUSTG-2021-0611.cbl",".CBL","HIGH","C3,B-FILEIO","91"
"D3BCUSTG-2021-0701.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BCUSTG-2021-0701.CBL",".CBL","HIGH","C3,B-FILEIO","91"
"D3BCUSTG.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BCUSTG.CBL",".CBL","HIGH","C3,B-FILEIO","83"
"d3bcusto-2021-0621.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\d3bcusto-2021-0621.cbl",".CBL","HIGH","C3,B-FILEIO","91"
"D3BCUSTO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BCUSTO.CBL",".CBL","HIGH","C3,B-FILEIO","78"
"D3BD3FIL.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BD3FIL.CBL",".CBL","HIGH","B-FILEIO,C3","20"
"D3BD3TAB.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BD3TAB.CBL",".CBL","HIGH","B-FILEIO,C3","48"
"D3BD3TAT.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BD3TAT.CBL",".CBL","HIGH","B-FILEIO,C3","41"
"D3BDMCO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BDMCO.CBL",".CBL","HIGH","C3,B-FILEIO","22"
"D3BDTAB.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BDTAB.CBL",".CBL","HIGH","B-FILEIO,C3","48"
"D3BFAKTV.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BFAKTV.CBL",".CBL","HIGH","C3,B-FILEIO","21"
"D3BGLOBA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BGLOBA.CBL",".CBL","HIGH","C3,B-FILEIO","24"
"D3BIMEK.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BIMEK.CBL",".CBL","HIGH","C3,B-FILEIO","46"
"D3BKATR2.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BKATR2.CBL",".CBL","HIGH","C3,B-FILEIO","13"
"D3BKATR2OLD.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BKATR2OLD.CBL",".CBL","HIGH","C3,B-FILEIO","13"
"D3BKATRA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BKATRA.CBL",".CBL","HIGH","C3,B-FILEIO","13"
"D3BKONV1.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BKONV1.CBL",".CBL","HIGH","C3,B-FILEIO","14"
"D3BMASK.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BMASK.CBL",".CBL","HIGH","C3,B-FILEIO","46"
"D3BOPIK2.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BOPIK2.CBL",".CBL","HIGH","C3,B-FILEIO","16"
"D3BPARTY.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BPARTY.CBL",".CBL","HIGH","C3,B-FILEIO","23"
"D3BPROD.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BPROD.CBL",".CBL","HIGH","C3,B-FILEIO","17"
"D3BRAGNE.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BRAGNE.CBL",".CBL","HIGH","C3,B-FILEIO","58"
"D3BRH.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BRH.CBL",".CBL","HIGH","C3,B-FILEIO","18"
"D3BRH1.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BRH1.CBL",".CBL","HIGH","B-FILEIO,C3","48"
"D3BSIGN.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BSIGN.CBL",".CBL","HIGH","C3,B-FILEIO","18"
"D3BSOHA4.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BSOHA4.CBL",".CBL","HIGH","C3,B-FILEIO","18"
"D3BSPRIC.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BSPRIC.CBL",".CBL","HIGH","C3,B-FILEIO","20"
"D3BSUPLG.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BSUPLG.CBL",".CBL","HIGH","C3,B-FILEIO","81"
"D3BSUPLI-2021-0611.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BSUPLI-2021-0611.cbl",".CBL","HIGH","C3,B-FILEIO","71"
"D3BSUPLI-2021-0701.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BSUPLI-2021-0701.CBL",".CBL","HIGH","C3,B-FILEIO","71"
"D3BSUPLI.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BSUPLI.CBL",".CBL","HIGH","C3,B-FILEIO","77"
"D3BTAXEM.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BTAXEM.CBL",".CBL","HIGH","C3,B-FILEIO","36"
"D3BVAVA2.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BVAVA2.CBL",".CBL","HIGH","C3,B-FILEIO","20"
"D3BVOPLE.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3BVOPLE.CBL",".CBL","HIGH","C3,B-FILEIO","13"
"D3HBMOD.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3HBMOD.CBL",".CBL","HIGH","C3","15"
"d3hbunt.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\d3hbunt.cbl",".CBL","HIGH","C3","45"
"D3VBMOD.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3VBMOD.CBL",".CBL","HIGH","C3","7"
"D3VBUNT.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3VBUNT.CBL",".CBL","HIGH","C3","8"
"D3XD3TAB.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3XD3TAB.CBL",".CBL","HIGH","B-FILEIO,C3","41"
"D3XMFIL1.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3XMFIL1.CBL",".CBL","HIGH","B-FILEIO,C3","20"
"D3XORES.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D3XORES.CBL",".CBL","HIGH","B-FILEIO,C3","43"
"D4ABESN.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D4ABESN.CBL",".CBL","HIGH","C3","10"
"D4AKDMO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D4AKDMO.CBL",".CBL","HIGH","C3","9"
"D4AKONT2.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D4AKONT2.CBL",".CBL","HIGH","C3,B-FILEIO","9"
"D4AKONTR.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D4AKONTR.CBL",".CBL","HIGH","C3,B-FILEIO","14"
"D4AMOTP.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D4AMOTP.CBL",".CBL","HIGH","C3","8"
"D4ASUFF.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D4ASUFF.CBL",".CBL","HIGH","C3","13"
"D4AVARSF.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D4AVARSF.CBL",".CBL","MEDIUM","B-FILEIO","2"
"D4BAIKO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D4BAIKO.CBL",".CBL","HIGH","C3,B-FILEIO","40"
"D4BAIOP_140823CBL.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D4BAIOP_140823CBL.cbl",".CBL","HIGH","C3,B-FILEIO","33"
"D4BAIOP.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D4BAIOP.CBL",".CBL","HIGH","C3,B-FILEIO","33"
"D4BAIOR_140823.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D4BAIOR_140823.CBL",".CBL","HIGH","C3,B-FILEIO","35"
"D4BAIOR_v1.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D4BAIOR_v1.CBL",".CBL","HIGH","C3,B-FILEIO","25"
"D4BAIOR.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D4BAIOR.CBL",".CBL","HIGH","C3,B-FILEIO","35"
"D4BARTA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D4BARTA.CBL",".CBL","HIGH","C3,B-FILEIO","19"
"D4BARTB.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D4BARTB.CBL",".CBL","HIGH","C3,B-FILEIO","77"
"D4BARTIC.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\D4BARTIC.CBL",".CBL","HIGH","C3,B-FILEIO","52"
